text,author,tags,header
"“This life is what you make it. No matter what, you're going to mess up sometimes, it's a universal truth. But the good part is you get to decide how you're going to mess it up. Girls will be your friends - they'll act like it anyway. But just remember, some come, some go. The ones that stay with you through everything - they're your true best friends. Don't let go of them. Also remember, sisters make the best friends in the world. As for lovers, well, they'll come and go too. And baby, I hate to say it, most of them - actually pretty much all of them are going to break your heart, but you can't give up because if you give up, you'll never find your soulmate. You'll never find that half who makes you whole and that goes for everything. Just because you fail once, doesn't mean you're gonna fail at everything. Keep trying, hold on, and always, always, always believe in yourself, because if you don't, then who will, sweetie? So keep your head high, keep your chin up, and most importantly, keep smiling, because life's a beautiful thing and there's so much to smile about.”",Marilyn Monroe,"friends,heartbreak,inspirational,life,love,sisters","{b'Content-Length': [b'13735'], b'Date': [b'Sun, 10 Sep 2023 12:28:12 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“It takes a great deal of bravery to stand up to our enemies, but just as much to stand up to our friends.”",J.K. Rowling,"courage,friends","{b'Content-Length': [b'13735'], b'Date': [b'Sun, 10 Sep 2023 12:28:12 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“If you can't explain it to a six year old, you don't understand it yourself.”",Albert Einstein,"simplicity,understand","{b'Content-Length': [b'13735'], b'Date': [b'Sun, 10 Sep 2023 12:28:12 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“You may not be her first, her last, or her only. She loved before she may love again. But if she loves you now, what else matters? She's not perfect—you aren't either, and the two of you may never be perfect together but if she can make you laugh, cause you to think twice, and admit to being human and making mistakes, hold onto her and give her the most you can. She may not be thinking about you every second of the day, but she will give you a part of her that she knows you can break—her heart. So don't hurt her, don't change her, don't analyze and don't expect more than she can give. Smile when she makes you happy, let her know when she makes you mad, and miss her when she's not there.”",Bob Marley,love,"{b'Content-Length': [b'13735'], b'Date': [b'Sun, 10 Sep 2023 12:28:12 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“I like nonsense, it wakes up the brain cells. Fantasy is a necessary ingredient in living.”",Dr. Seuss,fantasy,"{b'Content-Length': [b'13735'], b'Date': [b'Sun, 10 Sep 2023 12:28:12 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“I may not have gone where I intended to go, but I think I have ended up where I needed to be.”",Douglas Adams,"life,navigation","{b'Content-Length': [b'13735'], b'Date': [b'Sun, 10 Sep 2023 12:28:12 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“The opposite of love is not hate, it's indifference. The opposite of art is not ugliness, it's indifference. The opposite of faith is not heresy, it's indifference. And the opposite of life is not death, it's indifference.”",Elie Wiesel,"activism,apathy,hate,indifference,inspirational,love,opposite,philosophy","{b'Content-Length': [b'13735'], b'Date': [b'Sun, 10 Sep 2023 12:28:12 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“It is not a lack of love, but a lack of friendship that makes unhappy marriages.”",Friedrich Nietzsche,"friendship,lack-of-friendship,lack-of-love,love,marriage,unhappy-marriage","{b'Content-Length': [b'13735'], b'Date': [b'Sun, 10 Sep 2023 12:28:12 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“Good friends, good books, and a sleepy conscience: this is the ideal life.”",Mark Twain,"books,contentment,friends,friendship,life","{b'Content-Length': [b'13735'], b'Date': [b'Sun, 10 Sep 2023 12:28:12 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“Life is what happens to us while we are making other plans.”,Allen Saunders,"fate,life,misattributed-john-lennon,planning,plans","{b'Content-Length': [b'13735'], b'Date': [b'Sun, 10 Sep 2023 12:28:12 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“I love you without knowing how, or when, or from where. I love you simply, without problems or pride: I love you in this way because I do not know any other way of loving but this, in which there is no I or you, so intimate that your hand upon my chest is my hand, so intimate that when I fall asleep your eyes close.”",Pablo Neruda,"love,poetry","{b'Content-Length': [b'10019'], b'Date': [b'Sun, 10 Sep 2023 12:28:24 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“For every minute you are angry you lose sixty seconds of happiness.”,Ralph Waldo Emerson,happiness,"{b'Content-Length': [b'10019'], b'Date': [b'Sun, 10 Sep 2023 12:28:24 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“If you judge people, you have no time to love them.”",Mother Teresa,attributed-no-source,"{b'Content-Length': [b'10019'], b'Date': [b'Sun, 10 Sep 2023 12:28:24 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“Anyone who thinks sitting in church can make you a Christian must also think that sitting in a garage can make you a car.”,Garrison Keillor,"humor,religion","{b'Content-Length': [b'10019'], b'Date': [b'Sun, 10 Sep 2023 12:28:24 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“Beauty is in the eye of the beholder and it may be necessary from time to time to give a stupid or misinformed beholder a black eye.”,Jim Henson,humor,"{b'Content-Length': [b'10019'], b'Date': [b'Sun, 10 Sep 2023 12:28:24 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“Today you are You, that is truer than true. There is no one alive who is Youer than You.”",Dr. Seuss,"comedy,life,yourself","{b'Content-Length': [b'10019'], b'Date': [b'Sun, 10 Sep 2023 12:28:24 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“If you want your children to be intelligent, read them fairy tales. If you want them to be more intelligent, read them more fairy tales.”",Albert Einstein,"children,fairy-tales","{b'Content-Length': [b'10019'], b'Date': [b'Sun, 10 Sep 2023 12:28:24 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“It is impossible to live without failing at something, unless you live so cautiously that you might as well not have lived at all - in which case, you fail by default.”",J.K. Rowling,,"{b'Content-Length': [b'10019'], b'Date': [b'Sun, 10 Sep 2023 12:28:24 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“Logic will get you from A to Z; imagination will get you everywhere.”,Albert Einstein,imagination,"{b'Content-Length': [b'10019'], b'Date': [b'Sun, 10 Sep 2023 12:28:24 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“One good thing about music, when it hits you, you feel no pain.”",Bob Marley,music,"{b'Content-Length': [b'10019'], b'Date': [b'Sun, 10 Sep 2023 12:28:24 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“The more that you read, the more things you will know. The more that you learn, the more places you'll go.”",Dr. Seuss,"learning,reading,seuss","{b'Content-Length': [b'10315'], b'Date': [b'Sun, 10 Sep 2023 12:28:35 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“Of course it is happening inside your head, Harry, but why on earth should that mean that it is not real?”",J.K. Rowling,dumbledore,"{b'Content-Length': [b'10315'], b'Date': [b'Sun, 10 Sep 2023 12:28:35 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“The truth is, everyone is going to hurt you. You just got to find the ones worth suffering for.”",Bob Marley,friendship,"{b'Content-Length': [b'10315'], b'Date': [b'Sun, 10 Sep 2023 12:28:35 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“Not all of us can do great things. But we can do small things with great love.”,Mother Teresa,"misattributed-to-mother-teresa,paraphrased","{b'Content-Length': [b'10315'], b'Date': [b'Sun, 10 Sep 2023 12:28:35 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“To the well-organized mind, death is but the next great adventure.”",J.K. Rowling,"death,inspirational","{b'Content-Length': [b'10315'], b'Date': [b'Sun, 10 Sep 2023 12:28:35 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“All you need is love. But a little chocolate now and then doesn't hurt.”,Charles M. Schulz,"chocolate,food,humor","{b'Content-Length': [b'10315'], b'Date': [b'Sun, 10 Sep 2023 12:28:35 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“We read to know we're not alone.”,William Nicholson,"misattributed-to-c-s-lewis,reading","{b'Content-Length': [b'10315'], b'Date': [b'Sun, 10 Sep 2023 12:28:35 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“Any fool can know. The point is to understand.”,Albert Einstein,"knowledge,learning,understanding,wisdom","{b'Content-Length': [b'10315'], b'Date': [b'Sun, 10 Sep 2023 12:28:35 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“I have always imagined that Paradise will be a kind of library.”,Jorge Luis Borges,"books,library","{b'Content-Length': [b'10315'], b'Date': [b'Sun, 10 Sep 2023 12:28:35 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“It is never too late to be what you might have been.”,George Eliot,inspirational,"{b'Content-Length': [b'10315'], b'Date': [b'Sun, 10 Sep 2023 12:28:35 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“A reader lives a thousand lives before he dies, said Jojen. The man who never reads lives only one.”",George R.R. Martin,"read,readers,reading,reading-books","{b'Content-Length': [b'10002'], b'Date': [b'Sun, 10 Sep 2023 12:28:50 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“You can never get a cup of tea large enough or a book long enough to suit me.”,C.S. Lewis,"books,inspirational,reading,tea","{b'Content-Length': [b'10002'], b'Date': [b'Sun, 10 Sep 2023 12:28:50 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“You believe lies so you eventually learn to trust no one but yourself.”,Marilyn Monroe,,"{b'Content-Length': [b'10002'], b'Date': [b'Sun, 10 Sep 2023 12:28:50 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“If you can make a woman laugh, you can make her do anything.”",Marilyn Monroe,"girls,love","{b'Content-Length': [b'10002'], b'Date': [b'Sun, 10 Sep 2023 12:28:50 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“Life is like riding a bicycle. To keep your balance, you must keep moving.”",Albert Einstein,"life,simile","{b'Content-Length': [b'10002'], b'Date': [b'Sun, 10 Sep 2023 12:28:50 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“The real lover is the man who can thrill you by kissing your forehead or smiling into your eyes or just staring into space.”,Marilyn Monroe,love,"{b'Content-Length': [b'10002'], b'Date': [b'Sun, 10 Sep 2023 12:28:50 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“A wise girl kisses but doesn't love, listens but doesn't believe, and leaves before she is left.”",Marilyn Monroe,attributed-no-source,"{b'Content-Length': [b'10002'], b'Date': [b'Sun, 10 Sep 2023 12:28:50 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“Only in the darkness can you see the stars.”,Martin Luther King Jr.,"hope,inspirational","{b'Content-Length': [b'10002'], b'Date': [b'Sun, 10 Sep 2023 12:28:50 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“It matters not what someone is born, but what they grow to be.”",J.K. Rowling,dumbledore,"{b'Content-Length': [b'10002'], b'Date': [b'Sun, 10 Sep 2023 12:28:50 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“Love does not begin and end the way we seem to think it does. Love is a battle, love is a war; love is a growing up.”",James Baldwin,love,"{b'Content-Length': [b'10002'], b'Date': [b'Sun, 10 Sep 2023 12:28:50 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“There is nothing I would not do for those who are really my friends. I have no notion of loving people by halves, it is not my nature.”",Jane Austen,"friendship,love","{b'Content-Length': [b'10406'], b'Date': [b'Sun, 10 Sep 2023 12:29:04 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“Do one thing every day that scares you.”,Eleanor Roosevelt,"attributed,fear,inspiration","{b'Content-Length': [b'10406'], b'Date': [b'Sun, 10 Sep 2023 12:29:04 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“I am good, but not an angel. I do sin, but I am not the devil. I am just a small girl in a big world trying to find someone to love.”",Marilyn Monroe,attributed-no-source,"{b'Content-Length': [b'10406'], b'Date': [b'Sun, 10 Sep 2023 12:29:04 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“If I were not a physicist, I would probably be a musician. I often think in music. I live my daydreams in music. I see my life in terms of music.”",Albert Einstein,music,"{b'Content-Length': [b'10406'], b'Date': [b'Sun, 10 Sep 2023 12:29:04 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“If you only read the books that everyone else is reading, you can only think what everyone else is thinking.”",Haruki Murakami,"books,thought","{b'Content-Length': [b'10406'], b'Date': [b'Sun, 10 Sep 2023 12:29:04 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“The difference between genius and stupidity is: genius has its limits.”,Alexandre Dumas fils,misattributed-to-einstein,"{b'Content-Length': [b'10406'], b'Date': [b'Sun, 10 Sep 2023 12:29:04 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“He's like a drug for you, Bella.”",Stephenie Meyer,"drug,romance,simile","{b'Content-Length': [b'10406'], b'Date': [b'Sun, 10 Sep 2023 12:29:04 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“There is no friend as loyal as a book.”,Ernest Hemingway,"books,friends,novelist-quotes","{b'Content-Length': [b'10406'], b'Date': [b'Sun, 10 Sep 2023 12:29:04 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“When one door of happiness closes, another opens; but often we look so long at the closed door that we do not see the one which has been opened for us.”",Helen Keller,inspirational,"{b'Content-Length': [b'10406'], b'Date': [b'Sun, 10 Sep 2023 12:29:04 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“Life isn't about finding yourself. Life is about creating yourself.”,George Bernard Shaw,"inspirational,life,yourself","{b'Content-Length': [b'10406'], b'Date': [b'Sun, 10 Sep 2023 12:29:04 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“That's the problem with drinking, I thought, as I poured myself a drink. If something bad happens you drink in an attempt to forget; if something good happens you drink in order to celebrate; and if nothing happens you drink to make something happen.”",Charles Bukowski,alcohol,"{b'Content-Length': [b'10712'], b'Date': [b'Sun, 10 Sep 2023 12:29:18 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“You don’t forget the face of the person who was your last hope.”,Suzanne Collins,the-hunger-games,"{b'Content-Length': [b'10712'], b'Date': [b'Sun, 10 Sep 2023 12:29:18 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“Remember, we're madly in love, so it's all right to kiss me anytime you feel like it.”",Suzanne Collins,humor,"{b'Content-Length': [b'10712'], b'Date': [b'Sun, 10 Sep 2023 12:29:18 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“To love at all is to be vulnerable. Love anything and your heart will be wrung and possibly broken. If you want to make sure of keeping it intact you must give it to no one, not even an animal. Wrap it carefully round with hobbies and little luxuries; avoid all entanglements. Lock it up safe in the casket or coffin of your selfishness. But in that casket, safe, dark, motionless, airless, it will change. It will not be broken; it will become unbreakable, impenetrable, irredeemable. To love is to be vulnerable.”",C.S. Lewis,love,"{b'Content-Length': [b'10712'], b'Date': [b'Sun, 10 Sep 2023 12:29:18 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“Not all those who wander are lost.”,J.R.R. Tolkien,"bilbo,journey,lost,quest,travel,wander","{b'Content-Length': [b'10712'], b'Date': [b'Sun, 10 Sep 2023 12:29:18 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“Do not pity the dead, Harry. Pity the living, and, above all those who live without love.”",J.K. Rowling,live-death-love,"{b'Content-Length': [b'10712'], b'Date': [b'Sun, 10 Sep 2023 12:29:18 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“There is nothing to writing. All you do is sit down at a typewriter and bleed.”,Ernest Hemingway,"good,writing","{b'Content-Length': [b'10712'], b'Date': [b'Sun, 10 Sep 2023 12:29:18 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“Finish each day and be done with it. You have done what you could. Some blunders and absurdities no doubt crept in; forget them as soon as you can. Tomorrow is a new day. You shall begin it serenely and with too high a spirit to be encumbered with your old nonsense.”,Ralph Waldo Emerson,"life,regrets","{b'Content-Length': [b'10712'], b'Date': [b'Sun, 10 Sep 2023 12:29:18 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“I have never let my schooling interfere with my education.”,Mark Twain,education,"{b'Content-Length': [b'10712'], b'Date': [b'Sun, 10 Sep 2023 12:29:18 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“I have heard there are troubles of more than one kind. Some come from ahead and some come from behind. But I've bought a big bat. I'm all ready you see. Now my troubles are going to have troubles with me!”,Dr. Seuss,troubles,"{b'Content-Length': [b'10712'], b'Date': [b'Sun, 10 Sep 2023 12:29:18 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“If I had a flower for every time I thought of you...I could walk through my garden forever.”,Alfred Tennyson,"friendship,love","{b'Content-Length': [b'11383'], b'Date': [b'Sun, 10 Sep 2023 12:29:32 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“Some people never go crazy. What truly horrible lives they must lead.”,Charles Bukowski,humor,"{b'Content-Length': [b'11383'], b'Date': [b'Sun, 10 Sep 2023 12:29:32 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“The trouble with having an open mind, of course, is that people will insist on coming along and trying to put things in it.”",Terry Pratchett,"humor,open-mind,thinking","{b'Content-Length': [b'11383'], b'Date': [b'Sun, 10 Sep 2023 12:29:32 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“Think left and think right and think low and think high. Oh, the thinks you can think up if only you try!”",Dr. Seuss,"humor,philosophy","{b'Content-Length': [b'11383'], b'Date': [b'Sun, 10 Sep 2023 12:29:32 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“What really knocks me out is a book that, when you're all done reading it, you wish the author that wrote it was a terrific friend of yours and you could call him up on the phone whenever you felt like it. That doesn't happen much, though.”",J.D. Salinger,"authors,books,literature,reading,writing","{b'Content-Length': [b'11383'], b'Date': [b'Sun, 10 Sep 2023 12:29:32 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“The reason I talk to myself is because I’m the only one whose answers I accept.”,George Carlin,"humor,insanity,lies,lying,self-indulgence,truth","{b'Content-Length': [b'11383'], b'Date': [b'Sun, 10 Sep 2023 12:29:32 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“You may say I'm a dreamer, but I'm not the only one. I hope someday you'll join us. And the world will live as one.”",John Lennon,"beatles,connection,dreamers,dreaming,dreams,hope,inspirational,peace","{b'Content-Length': [b'11383'], b'Date': [b'Sun, 10 Sep 2023 12:29:32 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“I am free of all prejudice. I hate everyone equally. ”,W.C. Fields,"humor,sinister","{b'Content-Length': [b'11383'], b'Date': [b'Sun, 10 Sep 2023 12:29:32 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“The question isn't who is going to let me; it's who is going to stop me.”,Ayn Rand,,"{b'Content-Length': [b'11383'], b'Date': [b'Sun, 10 Sep 2023 12:29:32 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“′Classic′ - a book which people praise and don't read.”,Mark Twain,"books,classic,reading","{b'Content-Length': [b'11383'], b'Date': [b'Sun, 10 Sep 2023 12:29:32 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
“Anyone who has never made a mistake has never tried anything new.”,Albert Einstein,mistakes,"{b'Content-Length': [b'11012'], b'Date': [b'Sun, 10 Sep 2023 12:29:46 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
"“A lady's imagination is very rapid; it jumps from admiration to love, from love to matrimony in a moment.”",Jane Austen,"humor,love,romantic,women","{b'Content-Length': [b'11012'], b'Date': [b'Sun, 10 Sep 2023 12:29:46 GMT'], b'Content-Type': [b'text/html; charset=utf-8'], b'Strict-Transport-Security': [b'max-age=0; includeSubDomains; preload']}"
